text,input_ids,attention_mask,label,exp,idx_example,OPT_prob_CD,OPT_idx_CD
"[""{you know today's young people are short-term pleasure oriented and everything has to be an immediate reward and it has to be fun} question: {Young people today need to be entertained and get instant gratification. } Yes or No? answer: Ġ""]","[[2, 45152, 6968, 216, 452, 18, 664, 82, 32, 765, 12, 1279, 10483, 28094, 8, 960, 34, 7, 28, 41, 3169, 7970, 8, 24, 34, 7, 28, 1531, 24303, 864, 35, 25522, 22138, 82, 452, 240, 7, 28, 23979, 8, 120, 10062, 37561, 4, 35524, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[5],[10],"[[0.79150390625, 0.20361328125, 0.0004992485046386719, 0.0003006458282470703, 0.0002884864807128906, 0.00021731853485107422, 0.00021541118621826172, 0.0002123117446899414, 0.0001786947250366211, 0.00013709068298339844, 0.00012683868408203125, 0.0001131296157836914, 7.665157318115234e-05, 6.908178329467773e-05, 6.633996963500977e-05, 6.222724914550781e-05, 6.0677528381347656e-05, 5.4836273193359375e-05, 5.21540641784668e-05, 5.060434341430664e-05, 4.4405460357666016e-05, 4.369020462036133e-05, 3.796815872192383e-05, 3.457069396972656e-05, 3.325939178466797e-05, 3.272294998168945e-05, 3.254413604736328e-05, 3.24249267578125e-05, 2.9742717742919922e-05, 2.9325485229492188e-05, 2.8789043426513672e-05, 2.7477741241455078e-05, 2.7120113372802734e-05, 2.6941299438476562e-05, 2.580881118774414e-05, 2.4318695068359375e-05, 2.4318695068359375e-05, 2.4259090423583984e-05, 2.4020671844482422e-05, 2.3603439331054688e-05, 2.0742416381835938e-05, 1.823902130126953e-05, 1.7642974853515625e-05, 1.7464160919189453e-05, 1.7464160919189453e-05, 1.6629695892333984e-05, 1.5914440155029297e-05, 1.5139579772949219e-05, 1.4722347259521484e-05, 1.4662742614746094e-05, 0.00146484375]]","[[9904, 3084, 10932, 3216, 14541, 975, 7199, 41010, 14783, 36948, 13449, 100, 46236, 32541, 487, 440, 50118, 35882, 32523, 4420, 243, 250, 8346, 1185, 14563, 46659, 2362, 1121, 16991, 1711, 12350, 7516, 116, 22491, 2895, 33082, 133, 9690, 29802, 32458, 1106, 1640, 25101, 39254, 4056, 19897, 3849, 43429, 6766, 17425]]"
"[""{Be prepared, for it is indeed noisy.} question: {It's noisy in there.} Yes or No? answer: Ġ""]","[[2, 45152, 9325, 2460, 6, 13, 24, 16, 5329, 28269, 49463, 864, 35, 25522, 243, 18, 28269, 11, 89, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[5],[12],"[[0.5673828125, 0.423828125, 0.0006389617919921875, 0.0004603862762451172, 0.00036406517028808594, 0.00030875205993652344, 0.00025391578674316406, 0.00020551681518554688, 0.00016033649444580078, 0.0001595020294189453, 0.00015544891357421875, 0.0001481771469116211, 0.00014770030975341797, 0.00013589859008789062, 0.00013399124145507812, 0.00012958049774169922, 0.00012958049774169922, 0.00012874603271484375, 0.00010710954666137695, 9.882450103759766e-05, 9.334087371826172e-05, 8.958578109741211e-05, 8.934736251831055e-05, 7.897615432739258e-05, 6.973743438720703e-05, 6.222724914550781e-05, 6.0617923736572266e-05, 5.936622619628906e-05, 5.805492401123047e-05, 5.78761100769043e-05, 5.698204040527344e-05, 5.453824996948242e-05, 5.346536636352539e-05, 5.048513412475586e-05, 4.6372413635253906e-05, 4.380941390991211e-05, 4.3392181396484375e-05, 4.1544437408447266e-05, 4.1484832763671875e-05, 4.112720489501953e-05, 4.011392593383789e-05, 3.9517879486083984e-05, 3.921985626220703e-05, 3.898143768310547e-05, 3.838539123535156e-05, 3.826618194580078e-05, 3.820657730102539e-05, 3.7610530853271484e-05, 3.5703182220458984e-05, 3.552436828613281e-05, 0.00341796875]]","[[9904, 3084, 14541, 14783, 7199, 100, 13449, 10932, 3216, 487, 243, 975, 46236, 36948, 32541, 7516, 35882, 41010, 250, 8346, 440, 33082, 1185, 32523, 1711, 2895, 14563, 1106, 133, 9690, 22491, 32458, 42903, 1121, 2264, 42025, 116, 31535, 19847, 6766, 5975, 1640, 2362, 26752, 50118, 29774, 31414, 12350, 25101, 4420]]"
['{The carriage creaked and groaned in protest; the whole thing wavering with stress.} question: {The carriage was in great shape.} Yes or No? answer: Ġ'],"[[2, 45152, 133, 26472, 8633, 8435, 8, 11491, 22597, 11, 2790, 131, 5, 1086, 631, 13332, 2802, 154, 19, 3992, 49463, 864, 35, 25522, 133, 26472, 21, 11, 372, 3989, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[5],[13],"[[0.52294921875, 0.4697265625, 0.00042366981506347656, 0.0003750324249267578, 0.00028133392333984375, 0.0002703666687011719, 0.0002124309539794922, 0.00017189979553222656, 0.0001690387725830078, 0.00016558170318603516, 0.00016057491302490234, 0.00015437602996826172, 0.00013875961303710938, 0.00012731552124023438, 0.0001189112663269043, 0.000118255615234375, 0.00011241436004638672, 8.231401443481445e-05, 7.766485214233398e-05, 7.587671279907227e-05, 7.575750350952148e-05, 7.390975952148438e-05, 7.003545761108398e-05, 6.818771362304688e-05, 6.324052810668945e-05, 6.252527236938477e-05, 6.0558319091796875e-05, 5.894899368286133e-05, 5.561113357543945e-05, 5.1975250244140625e-05, 4.738569259643555e-05, 4.655122756958008e-05, 4.565715789794922e-05, 4.547834396362305e-05, 4.5299530029296875e-05, 4.458427429199219e-05, 4.1961669921875e-05, 4.172325134277344e-05, 4.1365623474121094e-05, 4.106760025024414e-05, 3.826618194580078e-05, 3.594160079956055e-05, 3.439188003540039e-05, 3.427267074584961e-05, 3.343820571899414e-05, 3.224611282348633e-05, 2.9385089874267578e-05, 2.9206275939941406e-05, 2.9087066650390625e-05, 2.8073787689208984e-05, 0.00244140625]]","[[3084, 9904, 7199, 14541, 36948, 14783, 10932, 100, 975, 3216, 32541, 487, 243, 13449, 440, 35882, 250, 133, 8346, 14563, 46659, 7516, 46236, 2895, 29802, 41010, 12350, 32523, 113, 22491, 1711, 1121, 1185, 33082, 2362, 3849, 4420, 17425, 116, 32458, 9690, 19897, 25101, 26752, 19847, 10643, 42903, 4056, 2264, 1106]]"
"['{But from there, he goes wrong.} question: {He is wrong starting from there.} Yes or No? answer: Ġ']","[[2, 45152, 1708, 31, 89, 6, 37, 1411, 1593, 49463, 864, 35, 25522, 894, 16, 1593, 1158, 31, 89, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[5],[14],"[[0.8212890625, 0.173828125, 0.0004260540008544922, 0.00024437904357910156, 0.000213623046875, 0.00021350383758544922, 0.00016820430755615234, 0.00016486644744873047, 0.00015866756439208984, 0.00014281272888183594, 0.00012552738189697266, 0.0001062154769897461, 7.641315460205078e-05, 7.37905502319336e-05, 6.687641143798828e-05, 6.175041198730469e-05, 4.673004150390625e-05, 4.3272972106933594e-05, 4.309415817260742e-05, 4.208087921142578e-05, 3.9637088775634766e-05, 3.802776336669922e-05, 3.6776065826416016e-05, 3.641843795776367e-05, 3.439188003540039e-05, 3.361701965332031e-05, 3.343820571899414e-05, 3.218650817871094e-05, 3.1888484954833984e-05, 3.165006637573242e-05, 3.039836883544922e-05, 2.9921531677246094e-05, 2.9385089874267578e-05, 2.9206275939941406e-05, 2.759695053100586e-05, 2.753734588623047e-05, 2.568960189819336e-05, 2.5272369384765625e-05, 2.5212764739990234e-05, 2.4974346160888672e-05, 2.3365020751953125e-05, 2.3305416107177734e-05, 2.1159648895263672e-05, 1.8775463104248047e-05, 1.8596649169921875e-05, 1.7344951629638672e-05, 1.722574234008789e-05, 1.704692840576172e-05, 1.6748905181884766e-05, 1.621246337890625e-05, 0.00146484375]]","[[9904, 3084, 975, 14783, 3216, 10932, 14541, 7199, 41010, 46236, 36948, 32541, 13449, 100, 487, 3849, 7516, 32523, 8346, 46659, 250, 4056, 243, 4420, 1711, 43429, 1121, 35882, 133, 12350, 9690, 1640, 1185, 33082, 50118, 116, 13984, 113, 440, 14563, 22491, 32458, 1106, 42903, 33567, 26752, 29802, 2895, 25101, 649]]"
"[""{yeah compared to some of the other ones and you don't have an annual fee there and that helps} question: {It's good because they don't charge you every year for the service. } Yes or No? answer: Ġ""]","[[2, 45152, 42803, 1118, 7, 103, 9, 5, 97, 1980, 8, 47, 218, 75, 33, 41, 1013, 4029, 89, 8, 14, 2607, 24303, 864, 35, 25522, 243, 18, 205, 142, 51, 218, 75, 1427, 47, 358, 76, 13, 5, 544, 4, 35524, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[5],[15],"[[0.904296875, 0.0892333984375, 0.0011663436889648438, 0.0006418228149414062, 0.00033736228942871094, 0.0003235340118408203, 0.0003209114074707031, 0.0002244710922241211, 0.00019550323486328125, 0.0001863241195678711, 0.0001380443572998047, 0.00013363361358642578, 0.00012695789337158203, 0.00012671947479248047, 7.88569450378418e-05, 7.349252700805664e-05, 6.783008575439453e-05, 6.455183029174805e-05, 6.145238876342773e-05, 5.143880844116211e-05, 4.297494888305664e-05, 4.2438507080078125e-05, 3.892183303833008e-05, 3.7610530853271484e-05, 3.7610530853271484e-05, 3.3915042877197266e-05, 3.3736228942871094e-05, 3.2782554626464844e-05, 3.236532211303711e-05, 3.2007694244384766e-05, 3.159046173095703e-05, 3.0219554901123047e-05, 2.0802021026611328e-05, 2.0563602447509766e-05, 2.0503997802734375e-05, 2.008676528930664e-05, 1.996755599975586e-05, 1.8715858459472656e-05, 1.8656253814697266e-05, 1.8596649169921875e-05, 1.7940998077392578e-05, 1.722574234008789e-05, 1.6689300537109375e-05, 1.3947486877441406e-05, 1.3887882232666016e-05, 1.329183578491211e-05, 1.329183578491211e-05, 1.1742115020751953e-05, 1.1742115020751953e-05, 1.150369644165039e-05, 0.00146484375]]","[[9904, 3084, 14783, 975, 46236, 3216, 10932, 36948, 14541, 12350, 41010, 7199, 100, 32541, 33082, 1711, 243, 4420, 35882, 32523, 8346, 487, 43429, 7516, 250, 1185, 17425, 35935, 3849, 26752, 50118, 13449, 133, 19897, 440, 2895, 116, 4056, 13984, 1121, 25101, 9690, 9335, 2362, 14563, 1106, 13987, 46659, 1213, 29802]]"
['{Art History} question: {History of Art} Yes or No? answer: Ġ'],"[[2, 45152, 23295, 7298, 24303, 864, 35, 25522, 38261, 9, 3292, 24303, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[5],[16],"[[0.84033203125, 0.1466064453125, 0.0008072853088378906, 0.0007796287536621094, 0.0005517005920410156, 0.0004954338073730469, 0.0004398822784423828, 0.0003676414489746094, 0.0003025531768798828, 0.0003001689910888672, 0.0002830028533935547, 0.0002796649932861328, 0.00021016597747802734, 0.00019311904907226562, 0.00018703937530517578, 0.0001556873321533203, 0.0001424551010131836, 0.00012612342834472656, 0.00012004375457763672, 0.00011867284774780273, 0.00010967254638671875, 0.00010752677917480469, 9.924173355102539e-05, 9.620189666748047e-05, 9.191036224365234e-05, 8.809566497802734e-05, 8.618831634521484e-05, 8.571147918701172e-05, 8.344650268554688e-05, 7.981061935424805e-05, 7.838010787963867e-05, 7.480382919311523e-05, 7.396936416625977e-05, 7.003545761108398e-05, 6.967782974243164e-05, 6.657838821411133e-05, 6.54458999633789e-05, 6.508827209472656e-05, 6.175041198730469e-05, 5.900859832763672e-05, 5.823373794555664e-05, 5.704164505004883e-05, 5.608797073364258e-05, 5.334615707397461e-05, 5.233287811279297e-05, 5.2094459533691406e-05, 5.078315734863281e-05, 5.0008296966552734e-05, 4.988908767700195e-05, 4.8160552978515625e-05, 0.0048828125]]","[[9904, 3084, 975, 10932, 3216, 36948, 41010, 7199, 100, 14783, 487, 14541, 250, 13449, 46236, 50118, 32541, 133, 116, 243, 16991, 3849, 46659, 4420, 12350, 1185, 108, 2895, 9690, 14563, 25101, 113, 7516, 29802, 1121, 4056, 33082, 3684, 649, 35882, 32523, 8346, 440, 31414, 1106, 2264, 2362, 30558, 17425, 26752]]"
['{maintains the inhouse capabilities to perform the design reviewrelated Do Federal Agencies Face functions listed above.} question: {They need the capability to perform a design review.} Yes or No? answer: Ġ'],"[[2, 45152, 119, 12042, 5069, 5, 11, 3138, 5587, 7, 3008, 5, 1521, 1551, 3368, 1832, 1853, 3303, 14768, 12346, 8047, 3147, 1065, 49463, 864, 35, 25522, 1213, 240, 5, 9388, 7, 3008, 10, 1521, 1551, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[6],[1],"[[0.8994140625, 0.09539794921875, 0.0006690025329589844, 0.00034046173095703125, 0.0003159046173095703, 0.0002589225769042969, 0.00025391578674316406, 0.00016391277313232422, 0.00014793872833251953, 0.0001386404037475586, 0.0001170039176940918, 7.843971252441406e-05, 7.784366607666016e-05, 7.367134094238281e-05, 6.306171417236328e-05, 6.008148193359375e-05, 4.458427429199219e-05, 4.380941390991211e-05, 4.2498111724853516e-05, 4.2378902435302734e-05, 4.13060188293457e-05, 4.0471553802490234e-05, 3.814697265625e-05, 3.594160079956055e-05, 3.5762786865234375e-05, 3.254413604736328e-05, 2.968311309814453e-05, 2.586841583251953e-05, 2.4199485778808594e-05, 2.384185791015625e-05, 2.3186206817626953e-05, 2.2113323211669922e-05, 2.1398067474365234e-05, 2.0802021026611328e-05, 2.0623207092285156e-05, 2.014636993408203e-05, 2.008676528930664e-05, 2.002716064453125e-05, 1.990795135498047e-05, 1.9609928131103516e-05, 1.9431114196777344e-05, 1.9371509552001953e-05, 1.6868114471435547e-05, 1.6808509826660156e-05, 1.6629695892333984e-05, 1.6391277313232422e-05, 1.5974044799804688e-05, 1.5497207641601562e-05, 1.5437602996826172e-05, 1.4722347259521484e-05, 0.00146484375]]","[[9904, 3084, 10932, 41010, 975, 3216, 36948, 14783, 14541, 7199, 100, 46236, 32541, 13449, 4420, 35882, 32523, 17425, 2895, 487, 3849, 250, 1121, 9690, 46659, 133, 243, 43429, 2362, 50118, 32458, 8346, 1106, 14563, 1711, 1213, 1185, 12350, 19897, 33082, 649, 4056, 25101, 29774, 16991, 33567, 116, 30558, 7516, 10004]]"
['{Queens and royal children were buried in a valley separate from their fathers and husbands.} question: {Queens and royal children were buried.} Yes or No? answer: Ġ'],"[[2, 45152, 31178, 1290, 8, 5754, 408, 58, 8203, 11, 10, 15044, 2559, 31, 49, 17850, 8, 27718, 49463, 864, 35, 25522, 31178, 1290, 8, 5754, 408, 58, 8203, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[6],[2],"[[0.54443359375, 0.448486328125, 0.00042700767517089844, 0.0003256797790527344, 0.0003256797790527344, 0.0003101825714111328, 0.00024890899658203125, 0.00022304058074951172, 0.00021088123321533203, 0.00018775463104248047, 0.0001863241195678711, 0.00017583370208740234, 0.0001404285430908203, 0.00011545419692993164, 0.00010418891906738281, 9.882450103759766e-05, 7.796287536621094e-05, 6.723403930664062e-05, 6.693601608276367e-05, 6.41942024230957e-05, 6.306171417236328e-05, 6.288290023803711e-05, 6.157159805297852e-05, 6.079673767089844e-05, 5.996227264404297e-05, 5.4001808166503906e-05, 5.370378494262695e-05, 5.14984130859375e-05, 4.9948692321777344e-05, 4.8041343688964844e-05, 4.792213439941406e-05, 4.5239925384521484e-05, 4.470348358154297e-05, 4.3332576751708984e-05, 3.927946090698242e-05, 3.635883331298828e-05, 3.516674041748047e-05, 3.3795833587646484e-05, 3.361701965332031e-05, 3.212690353393555e-05, 2.866983413696289e-05, 2.8371810913085938e-05, 2.7120113372802734e-05, 2.7000904083251953e-05, 2.664327621459961e-05, 2.6524066925048828e-05, 2.6226043701171875e-05, 2.580881118774414e-05, 2.5391578674316406e-05, 2.5153160095214844e-05, 0.00244140625]]","[[9904, 3084, 36948, 7199, 975, 10932, 13449, 14783, 487, 14541, 3216, 46659, 100, 46236, 440, 41010, 14563, 250, 32541, 50118, 116, 2362, 29802, 3849, 243, 4056, 22491, 1121, 1711, 7516, 133, 16991, 32523, 33082, 8346, 35882, 4420, 37128, 26752, 2895, 19933, 1185, 9690, 43429, 19897, 39254, 1640, 12350, 1213, 33567]]"
"[""{The New York City Council yesterday offered a radically different set of priorities for the handling of the city's legal work in its response to Mayor Bloomberg's plan to close a projected $4.} question: {Despite Mayor Bloomberg's decision to close an anticipated $4, the NYC Council offered a completely different list of priorities for dealing with the city's legal work.} Yes or No? answer: Ġ""]","[[2, 45152, 133, 188, 469, 412, 1080, 2350, 1661, 10, 26396, 430, 278, 9, 7532, 13, 5, 5516, 9, 5, 343, 18, 1030, 173, 11, 63, 1263, 7, 3129, 6686, 18, 563, 7, 593, 10, 5635, 68, 306, 49463, 864, 35, 25522, 15243, 3129, 6686, 18, 568, 7, 593, 41, 5291, 68, 306, 6, 5, 14415, 1080, 1661, 10, 2198, 430, 889, 9, 7532, 13, 4098, 19, 5, 343, 18, 1030, 173, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[6],[3],"[[0.84521484375, 0.1470947265625, 0.0006628036499023438, 0.0004622936248779297, 0.00038814544677734375, 0.00034117698669433594, 0.0003077983856201172, 0.0002446174621582031, 0.00023245811462402344, 0.00018072128295898438, 0.00017499923706054688, 0.00014448165893554688, 0.0001360177993774414, 0.00013446807861328125, 0.00012683868408203125, 0.00011014938354492188, 0.00010317564010620117, 9.900331497192383e-05, 8.344650268554688e-05, 7.557868957519531e-05, 7.456541061401367e-05, 6.765127182006836e-05, 6.747245788574219e-05, 6.490945816040039e-05, 5.543231964111328e-05, 5.46574592590332e-05, 5.125999450683594e-05, 5.078315734863281e-05, 4.89354133605957e-05, 4.667043685913086e-05, 4.3272972106933594e-05, 3.790855407714844e-05, 3.6835670471191406e-05, 3.36766242980957e-05, 3.337860107421875e-05, 3.319978713989258e-05, 3.314018249511719e-05, 3.2782554626464844e-05, 3.224611282348633e-05, 3.165006637573242e-05, 3.129243850708008e-05, 3.045797348022461e-05, 2.9921531677246094e-05, 2.9802322387695312e-05, 2.855062484741211e-05, 2.8133392333984375e-05, 2.7477741241455078e-05, 2.7298927307128906e-05, 2.580881118774414e-05, 2.4974346160888672e-05, 0.00244140625]]","[[9904, 3084, 975, 41010, 10932, 3216, 36948, 14783, 7199, 14541, 50118, 100, 116, 46236, 13449, 16991, 487, 3849, 32523, 250, 133, 4056, 32541, 29802, 1121, 46659, 243, 9690, 4420, 8346, 440, 7516, 14563, 39254, 43429, 2895, 19897, 35882, 33082, 12350, 2264, 1185, 32458, 1711, 17425, 13987, 1640, 22491, 37128, 649]]"
['{I saw Adrin fight.} question: {Adrin ran away before the fight started.} Yes or No? answer: Ġ'],"[[2, 45152, 100, 794, 1614, 5719, 1032, 49463, 864, 35, 25522, 9167, 5719, 2075, 409, 137, 5, 1032, 554, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[6],[4],"[[0.5595703125, 0.435546875, 0.0003681182861328125, 0.00030684471130371094, 0.0002620220184326172, 0.0001850128173828125, 0.00018155574798583984, 0.00018072128295898438, 0.00015270709991455078, 0.0001500844955444336, 0.0001348257064819336, 9.697675704956055e-05, 8.237361907958984e-05, 7.790327072143555e-05, 7.414817810058594e-05, 6.645917892456055e-05, 6.222724914550781e-05, 5.906820297241211e-05, 5.561113357543945e-05, 5.054473876953125e-05, 5.02467155456543e-05, 4.7087669372558594e-05, 4.690885543823242e-05, 4.2498111724853516e-05, 3.629922866821289e-05, 3.629922866821289e-05, 3.612041473388672e-05, 3.606081008911133e-05, 3.546476364135742e-05, 3.170967102050781e-05, 3.0279159545898438e-05, 2.8014183044433594e-05, 2.777576446533203e-05, 2.7060508728027344e-05, 2.658367156982422e-05, 2.6166439056396484e-05, 2.6047229766845703e-05, 2.562999725341797e-05, 2.5093555450439453e-05, 2.3543834686279297e-05, 2.300739288330078e-05, 2.294778823852539e-05, 2.2590160369873047e-05, 2.1696090698242188e-05, 2.1636486053466797e-05, 2.1517276763916016e-05, 2.1159648895263672e-05, 1.8656253814697266e-05, 1.8656253814697266e-05, 1.8417835235595703e-05, 0.00146484375]]","[[3084, 9904, 14541, 7199, 14783, 13449, 10932, 487, 100, 36948, 975, 3216, 32541, 46236, 440, 35882, 243, 41010, 46659, 250, 2362, 7516, 22491, 33082, 1185, 14563, 1711, 133, 32523, 29802, 8346, 1121, 42903, 4420, 20328, 26752, 116, 16991, 19847, 1106, 6766, 37128, 12350, 31535, 32458, 2895, 30612, 39254, 2264, 1640]]"
"[""{I can't decide if the woman is an actress, since she's able to get by so easily without doing all that much.} question: {She is obviously the hardest working actress out there.} Yes or No? answer: Ġ""]","[[2, 45152, 100, 64, 75, 2845, 114, 5, 693, 16, 41, 3390, 6, 187, 79, 18, 441, 7, 120, 30, 98, 2773, 396, 608, 70, 14, 203, 49463, 864, 35, 25522, 2515, 16, 3334, 5, 11111, 447, 3390, 66, 89, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[6],[5],"[[0.56787109375, 0.422119140625, 0.0011281967163085938, 0.0005521774291992188, 0.00047326087951660156, 0.0004448890686035156, 0.0002772808074951172, 0.0002734661102294922, 0.00022423267364501953, 0.00020778179168701172, 0.0001995563507080078, 0.0001894235610961914, 0.00017750263214111328, 0.00013577938079833984, 0.0001251697540283203, 0.00012362003326416016, 0.00012165307998657227, 0.00012004375457763672, 0.00011599063873291016, 0.00011587142944335938, 0.00010353326797485352, 0.00010293722152709961, 9.72747802734375e-05, 8.279085159301758e-05, 8.058547973632812e-05, 7.927417755126953e-05, 7.283687591552734e-05, 7.152557373046875e-05, 6.711483001708984e-05, 6.651878356933594e-05, 6.61611557006836e-05, 6.473064422607422e-05, 6.461143493652344e-05, 6.383657455444336e-05, 6.127357482910156e-05, 5.692243576049805e-05, 5.513429641723633e-05, 5.3882598876953125e-05, 5.125999450683594e-05, 5.120038986206055e-05, 4.9233436584472656e-05, 4.661083221435547e-05, 4.45246696472168e-05, 4.392862319946289e-05, 4.357099533081055e-05, 4.1425228118896484e-05, 3.987550735473633e-05, 3.9517879486083984e-05, 3.886222839355469e-05, 3.4809112548828125e-05, 0.0029296875]]","[[3084, 9904, 14541, 7199, 14783, 100, 35882, 13449, 487, 440, 975, 10932, 3216, 32541, 36948, 243, 8346, 50118, 41010, 7516, 46236, 2895, 32523, 250, 33082, 14563, 1711, 17425, 133, 1185, 2362, 29802, 16991, 116, 12350, 32458, 1106, 26752, 22491, 9690, 1121, 4056, 31535, 2515, 19897, 2264, 42025, 6766, 42903, 39254]]"
"['{Ahead was the appointed track, a beaten stretch of earth, part of the old road leading to the mines.} question: {The track was part of the old road that lead to the mines.} Yes or No? answer: Ġ']","[[2, 45152, 250, 3628, 21, 5, 3873, 1349, 6, 10, 6432, 4140, 9, 6872, 6, 233, 9, 5, 793, 921, 981, 7, 5, 12321, 49463, 864, 35, 25522, 133, 1349, 21, 233, 9, 5, 793, 921, 14, 483, 7, 5, 12321, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[6],[6],"[[0.7353515625, 0.26025390625, 0.0003707408905029297, 0.00032591819763183594, 0.00021851062774658203, 0.00021028518676757812, 0.00020837783813476562, 0.00016391277313232422, 0.00013911724090576172, 0.0001347064971923828, 0.00011932849884033203, 9.78708267211914e-05, 9.173154830932617e-05, 6.74128532409668e-05, 6.079673767089844e-05, 5.537271499633789e-05, 5.3882598876953125e-05, 4.1484832763671875e-05, 3.808736801147461e-05, 3.743171691894531e-05, 3.4332275390625e-05, 3.1948089599609375e-05, 3.1828880310058594e-05, 2.8908252716064453e-05, 2.7418136596679688e-05, 2.676248550415039e-05, 2.6106834411621094e-05, 2.568960189819336e-05, 2.5391578674316406e-05, 2.5093555450439453e-05, 2.5033950805664062e-05, 2.473592758178711e-05, 2.4437904357910156e-05, 2.3543834686279297e-05, 2.3066997528076172e-05, 2.2649765014648438e-05, 2.1755695343017578e-05, 1.9848346710205078e-05, 1.9490718841552734e-05, 1.913309097290039e-05, 1.895427703857422e-05, 1.7881393432617188e-05, 1.7821788787841797e-05, 1.71661376953125e-05, 1.6689300537109375e-05, 1.5914440155029297e-05, 1.5735626220703125e-05, 1.5616416931152344e-05, 1.5437602996826172e-05, 1.3530254364013672e-05, 0.00146484375]]","[[9904, 3084, 10932, 975, 36948, 14783, 3216, 41010, 7199, 13449, 14541, 46236, 487, 100, 32541, 46659, 250, 243, 4420, 133, 440, 16991, 14563, 3849, 29802, 1121, 7516, 116, 33082, 32523, 12350, 8346, 2362, 43429, 50118, 35882, 1711, 9690, 22491, 1185, 4056, 26752, 2895, 1106, 37128, 13984, 19897, 33567, 1640, 495]]"
