text,input_ids,attention_mask,label,exp,idx_example,OPT_prob_CD,OPT_idx_CD
['{Queens and royal children were buried in a valley separate from their fathers and husbands.} question: {Queens and royal children were buried.} Yes or No? answer: Ġ'],"[[2, 45152, 31178, 1290, 8, 5754, 408, 58, 8203, 11, 10, 15044, 2559, 31, 49, 17850, 8, 27718, 49463, 864, 35, 25522, 31178, 1290, 8, 5754, 408, 58, 8203, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[6],[2],"[[0.54541015625, 0.443359375, 0.0011911392211914062, 0.0009016990661621094, 0.0006546974182128906, 0.0005574226379394531, 0.0004410743713378906, 0.00031757354736328125, 0.0002758502960205078, 0.00027370452880859375, 0.00024402141571044922, 0.00019824504852294922, 0.00016319751739501953, 0.0001531839370727539, 0.00013959407806396484, 0.00013637542724609375, 0.00013339519500732422, 0.0001112222671508789, 0.00011068582534790039, 0.00010114908218383789, 9.715557098388672e-05, 9.620189666748047e-05, 8.606910705566406e-05, 8.356571197509766e-05, 8.314847946166992e-05, 7.891654968261719e-05, 7.76052474975586e-05, 7.539987564086914e-05, 7.486343383789062e-05, 7.390975952148438e-05, 7.081031799316406e-05, 7.081031799316406e-05, 6.771087646484375e-05, 6.74128532409668e-05, 6.669759750366211e-05, 6.204843521118164e-05, 5.936622619628906e-05, 5.334615707397461e-05, 5.328655242919922e-05, 5.27501106262207e-05, 5.054473876953125e-05, 5.036592483520508e-05, 5.0067901611328125e-05, 4.863739013671875e-05, 4.845857620239258e-05, 4.839897155761719e-05, 4.690885543823242e-05, 4.649162292480469e-05, 4.488229751586914e-05, 4.208087921142578e-05, 0.00341796875]]","[[9904, 3084, 16991, 39254, 7199, 14541, 10932, 243, 29802, 100, 487, 14783, 13449, 3216, 2362, 36948, 32541, 10643, 133, 250, 12350, 50118, 440, 104, 970, 22491, 7516, 46659, 1213, 6323, 1711, 1185, 14563, 113, 40671, 8346, 170, 1121, 32476, 33239, 46236, 32458, 37128, 19933, 975, 41010, 4420, 2895, 35882, 713]]"
"[""{The New York City Council yesterday offered a radically different set of priorities for the handling of the city's legal work in its response to Mayor Bloomberg's plan to close a projected $4.} question: {Despite Mayor Bloomberg's decision to close an anticipated $4, the NYC Council offered a completely different list of priorities for dealing with the city's legal work.} Yes or No? answer: Ġ""]","[[2, 45152, 133, 188, 469, 412, 1080, 2350, 1661, 10, 26396, 430, 278, 9, 7532, 13, 5, 5516, 9, 5, 343, 18, 1030, 173, 11, 63, 1263, 7, 3129, 6686, 18, 563, 7, 593, 10, 5635, 68, 306, 49463, 864, 35, 25522, 15243, 3129, 6686, 18, 568, 7, 593, 41, 5291, 68, 306, 6, 5, 14415, 1080, 1661, 10, 2198, 430, 889, 9, 7532, 13, 4098, 19, 5, 343, 18, 1030, 173, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[6],[3],"[[0.52783203125, 0.458740234375, 0.00081634521484375, 0.0006928443908691406, 0.0006103515625, 0.0004935264587402344, 0.0004825592041015625, 0.00046706199645996094, 0.00038242340087890625, 0.00037360191345214844, 0.0003502368927001953, 0.0003440380096435547, 0.0002808570861816406, 0.0002129077911376953, 0.00016498565673828125, 0.00015914440155029297, 0.00015246868133544922, 0.0001513957977294922, 0.00014650821685791016, 0.00013530254364013672, 0.00012481212615966797, 0.00012242794036865234, 0.00011783838272094727, 0.00011396408081054688, 0.00010788440704345703, 0.00010704994201660156, 9.781122207641602e-05, 9.66787338256836e-05, 9.429454803466797e-05, 9.185075759887695e-05, 8.976459503173828e-05, 8.910894393920898e-05, 8.26716423034668e-05, 8.046627044677734e-05, 7.581710815429688e-05, 7.063150405883789e-05, 7.015466690063477e-05, 6.979703903198242e-05, 6.818771362304688e-05, 6.639957427978516e-05, 6.467103958129883e-05, 6.365776062011719e-05, 6.031990051269531e-05, 6.026029586791992e-05, 6.014108657836914e-05, 5.984306335449219e-05, 5.9664249420166016e-05, 5.9485435485839844e-05, 5.817413330078125e-05, 5.799531936645508e-05, 0.00439453125]]","[[9904, 3084, 7199, 29802, 14541, 100, 243, 39254, 16991, 10932, 14783, 487, 13449, 3216, 36948, 32541, 12350, 2362, 50118, 7516, 440, 133, 33239, 250, 113, 8346, 10643, 970, 14563, 1185, 1711, 1121, 6766, 6323, 41010, 46236, 104, 37128, 22491, 32458, 46659, 40671, 3684, 32476, 2895, 8275, 19847, 713, 7608, 170]]"
['{I saw Adrin fight.} question: {Adrin ran away before the fight started.} Yes or No? answer: Ġ'],"[[2, 45152, 100, 794, 1614, 5719, 1032, 49463, 864, 35, 25522, 9167, 5719, 2075, 409, 137, 5, 1032, 554, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[6],[4],"[[0.51953125, 0.470703125, 0.0008149147033691406, 0.0007052421569824219, 0.0005121231079101562, 0.00047707557678222656, 0.0004107952117919922, 0.0003612041473388672, 0.0003521442413330078, 0.00028705596923828125, 0.0002658367156982422, 0.00024962425231933594, 0.00015056133270263672, 0.00014650821685791016, 0.0001285076141357422, 0.0001277923583984375, 0.00012636184692382812, 0.00011652708053588867, 0.00011014938354492188, 8.90493392944336e-05, 8.797645568847656e-05, 7.969141006469727e-05, 7.939338684082031e-05, 7.587671279907227e-05, 6.961822509765625e-05, 6.461143493652344e-05, 6.413459777832031e-05, 6.23464584350586e-05, 6.0439109802246094e-05, 6.014108657836914e-05, 5.698204040527344e-05, 5.5730342864990234e-05, 5.525350570678711e-05, 5.519390106201172e-05, 5.441904067993164e-05, 5.424022674560547e-05, 5.245208740234375e-05, 5.233287811279297e-05, 5.1975250244140625e-05, 4.7147274017333984e-05, 4.673004150390625e-05, 4.5180320739746094e-05, 4.214048385620117e-05, 4.00543212890625e-05, 3.933906555175781e-05, 3.88026237487793e-05, 3.7670135498046875e-05, 3.725290298461914e-05, 3.6835670471191406e-05, 3.5643577575683594e-05, 0.0029296875]]","[[3084, 9904, 39254, 7199, 243, 100, 14541, 29802, 16991, 10932, 14783, 487, 13449, 3216, 2362, 7516, 440, 32541, 894, 1185, 12350, 22491, 8346, 1711, 133, 170, 36948, 10643, 50118, 970, 250, 7608, 42903, 8275, 33239, 1213, 104, 37128, 6766, 113, 4420, 35882, 33082, 38980, 40671, 46236, 32476, 1121, 19847, 6323]]"
"[""{I can't decide if the woman is an actress, since she's able to get by so easily without doing all that much.} question: {She is obviously the hardest working actress out there.} Yes or No? answer: Ġ""]","[[2, 45152, 100, 64, 75, 2845, 114, 5, 693, 16, 41, 3390, 6, 187, 79, 18, 441, 7, 120, 30, 98, 2773, 396, 608, 70, 14, 203, 49463, 864, 35, 25522, 2515, 16, 3334, 5, 11111, 447, 3390, 66, 89, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[6],[5],"[[0.53076171875, 0.457763671875, 0.0010423660278320312, 0.0009303092956542969, 0.0008244514465332031, 0.0005865097045898438, 0.0005731582641601562, 0.0003039836883544922, 0.0002758502960205078, 0.0002613067626953125, 0.00023603439331054688, 0.0002002716064453125, 0.00017511844635009766, 0.00015866756439208984, 0.0001571178436279297, 0.00012731552124023438, 0.00012302398681640625, 9.78708267211914e-05, 9.751319885253906e-05, 9.614229202270508e-05, 9.506940841674805e-05, 8.761882781982422e-05, 8.594989776611328e-05, 8.505582809448242e-05, 8.368492126464844e-05, 8.237361907958984e-05, 8.159875869750977e-05, 7.75456428527832e-05, 7.367134094238281e-05, 7.349252700805664e-05, 7.30752944946289e-05, 7.128715515136719e-05, 7.086992263793945e-05, 6.92605972290039e-05, 6.67572021484375e-05, 6.335973739624023e-05, 6.276369094848633e-05, 5.9723854064941406e-05, 5.6743621826171875e-05, 5.4895877838134766e-05, 5.2928924560546875e-05, 5.269050598144531e-05, 4.947185516357422e-05, 4.661083221435547e-05, 4.583597183227539e-05, 4.3511390686035156e-05, 4.309415817260742e-05, 4.2498111724853516e-05, 4.190206527709961e-05, 4.1544437408447266e-05, 0.00341796875]]","[[3084, 9904, 39254, 14541, 7199, 16991, 29802, 243, 14783, 100, 487, 13449, 10932, 32541, 3216, 440, 6323, 970, 12350, 36948, 7516, 33239, 1185, 10643, 1711, 133, 2515, 50118, 32476, 8346, 2895, 32458, 2362, 35882, 250, 6766, 14563, 25101, 170, 40671, 1213, 8275, 22491, 104, 7608, 33082, 31535, 32523, 46236, 1121]]"
"['{Ahead was the appointed track, a beaten stretch of earth, part of the old road leading to the mines.} question: {The track was part of the old road that lead to the mines.} Yes or No? answer: Ġ']","[[2, 45152, 250, 3628, 21, 5, 3873, 1349, 6, 10, 6432, 4140, 9, 6872, 6, 233, 9, 5, 793, 921, 981, 7, 5, 12321, 49463, 864, 35, 25522, 133, 1349, 21, 233, 9, 5, 793, 921, 14, 483, 7, 5, 12321, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[6],[6],"[[0.5244140625, 0.46435546875, 0.001071929931640625, 0.0007939338684082031, 0.0006856918334960938, 0.0005354881286621094, 0.0004436969757080078, 0.0004143714904785156, 0.0002994537353515625, 0.00023126602172851562, 0.00020170211791992188, 0.000194549560546875, 0.0001786947250366211, 0.00014913082122802734, 0.00013816356658935547, 0.0001308917999267578, 0.00012421607971191406, 0.00012153387069702148, 0.00011909008026123047, 0.00011521577835083008, 0.0001138448715209961, 0.00010162591934204102, 0.00010085105895996094, 9.697675704956055e-05, 9.226799011230469e-05, 8.809566497802734e-05, 8.219480514526367e-05, 7.671117782592773e-05, 7.56978988647461e-05, 7.003545761108398e-05, 6.61611557006836e-05, 6.103515625e-05, 5.817413330078125e-05, 5.805492401123047e-05, 5.733966827392578e-05, 5.6862831115722656e-05, 5.507469177246094e-05, 5.507469177246094e-05, 5.2988529205322266e-05, 5.030632019042969e-05, 5.0187110900878906e-05, 4.941225051879883e-05, 4.70280647277832e-05, 4.6133995056152344e-05, 4.589557647705078e-05, 4.547834396362305e-05, 4.4465065002441406e-05, 4.4345855712890625e-05, 4.2498111724853516e-05, 4.208087921142578e-05, 0.00341796875]]","[[9904, 3084, 16991, 39254, 7199, 14541, 243, 29802, 100, 10932, 14783, 487, 3216, 13449, 32541, 133, 970, 440, 36948, 12350, 50118, 250, 6323, 10643, 22491, 2362, 7516, 1711, 1185, 8346, 40671, 6766, 104, 1213, 46659, 2895, 713, 1121, 170, 113, 3684, 8275, 46236, 7608, 4420, 33239, 31535, 19847, 19933, 35882]]"
"[""{This is celestially ordained blondness, the mark of God's favor, affirming the signal beauty of the old pagan deities who had already given all blondes--torrid or chilly, fake or real--an edge for 2,000 years.} question: {Blondness considered to be celestially ordained is thought to be the mark of God's favor.} Yes or No? answer: Ġ""]","[[2, 45152, 713, 16, 15054, 990, 11416, 36433, 33072, 1825, 6, 5, 2458, 9, 1840, 18, 4402, 6, 11129, 20277, 5, 6029, 4002, 9, 5, 793, 43571, 46054, 54, 56, 416, 576, 70, 33072, 293, 5579, 10321, 10505, 50, 23141, 6, 4486, 50, 588, 5579, 260, 3543, 13, 132, 6, 151, 107, 49463, 864, 35, 25522, 12654, 2832, 1825, 1687, 7, 28, 15054, 990, 11416, 36433, 16, 802, 7, 28, 5, 2458, 9, 1840, 18, 4402, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[6],[7],"[[0.68310546875, 0.304443359375, 0.001018524169921875, 0.00067138671875, 0.0004448890686035156, 0.00043082237243652344, 0.0003991127014160156, 0.00036787986755371094, 0.0003521442413330078, 0.0003256797790527344, 0.0002777576446533203, 0.00023937225341796875, 0.0002071857452392578, 0.00020384788513183594, 0.00018906593322753906, 0.00017023086547851562, 0.00015604496002197266, 0.0001537799835205078, 0.0001519918441772461, 0.00013709068298339844, 0.00011605024337768555, 0.00010925531387329102, 0.00010561943054199219, 0.00010520219802856445, 0.00010520219802856445, 9.584426879882812e-05, 9.560585021972656e-05, 9.08970832824707e-05, 8.875131607055664e-05, 8.559226989746094e-05, 8.374452590942383e-05, 7.849931716918945e-05, 7.82012939453125e-05, 7.599592208862305e-05, 7.581710815429688e-05, 7.539987564086914e-05, 6.836652755737305e-05, 6.431341171264648e-05, 6.347894668579102e-05, 6.216764450073242e-05, 6.16312026977539e-05, 5.918741226196289e-05, 5.6743621826171875e-05, 5.608797073364258e-05, 5.418062210083008e-05, 5.3763389587402344e-05, 5.257129669189453e-05, 5.143880844116211e-05, 4.953145980834961e-05, 4.929304122924805e-05, 0.00439453125]]","[[9904, 3084, 10932, 7199, 14541, 243, 3216, 100, 39254, 16991, 487, 14783, 50118, 2362, 29802, 250, 133, 32541, 12350, 440, 4420, 104, 6323, 32476, 10643, 36948, 8346, 170, 13449, 14563, 113, 32458, 347, 970, 1121, 7516, 2895, 41010, 25101, 1185, 713, 15724, 40566, 22491, 38980, 510, 975, 46236, 19933, 10787]]"
"['{Somehow, with the coming of the light, the dreads and fancies of the past night seemed absurd.} question: {It is almost dawn.} Yes or No? answer: Ġ']","[[2, 45152, 6323, 9178, 6, 19, 5, 567, 9, 5, 1109, 6, 5, 24506, 29, 8, 856, 27661, 9, 5, 375, 363, 2551, 16091, 49463, 864, 35, 25522, 243, 16, 818, 14131, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[6],[8],"[[0.57373046875, 0.420654296875, 0.00031685829162597656, 0.0003104209899902344, 0.00029778480529785156, 0.0002715587615966797, 0.0002027750015258789, 0.00019407272338867188, 0.0001939535140991211, 0.00018978118896484375, 0.00016009807586669922, 0.00015306472778320312, 0.0001518726348876953, 0.0001474618911743164, 0.00011038780212402344, 7.444620132446289e-05, 6.860494613647461e-05, 6.854534149169922e-05, 6.848573684692383e-05, 5.358457565307617e-05, 4.929304122924805e-05, 4.7326087951660156e-05, 4.380941390991211e-05, 4.3392181396484375e-05, 4.214048385620117e-05, 4.106760025024414e-05, 4.094839096069336e-05, 3.8683414459228516e-05, 3.838539123535156e-05, 3.725290298461914e-05, 3.713369369506836e-05, 3.4689903259277344e-05, 3.421306610107422e-05, 3.403425216674805e-05, 3.361701965332031e-05, 3.230571746826172e-05, 3.1948089599609375e-05, 3.170967102050781e-05, 2.9981136322021484e-05, 2.9921531677246094e-05, 2.8848648071289062e-05, 2.6524066925048828e-05, 2.6226043701171875e-05, 2.5033950805664062e-05, 2.300739288330078e-05, 2.2649765014648438e-05, 2.2470951080322266e-05, 2.181529998779297e-05, 2.1398067474365234e-05, 2.092123031616211e-05, 0.00146484375]]","[[9904, 3084, 7199, 14541, 39254, 243, 14783, 16991, 29802, 10932, 487, 32541, 3216, 100, 13449, 7516, 10643, 12350, 36948, 440, 6323, 8346, 970, 2362, 32476, 22491, 1711, 32458, 4420, 250, 133, 170, 3684, 7608, 1185, 2895, 8275, 46236, 40566, 41010, 104, 6766, 33082, 19847, 33239, 50118, 10787, 5975, 1121, 14563]]"
"[""{A free walking tour departs every Saturday at 10:00 a.m. from the Plaza Hotel and points out the town's historic sights, most notably the tombs of prominent rabbis.} question: {There is a free walking tour every Saturday morning to see the town's historic places and the tombs of famous rabbis.} Yes or No? answer: Ġ""]","[[2, 45152, 250, 481, 3051, 2106, 8273, 7870, 358, 378, 23, 158, 35, 612, 10, 4, 119, 4, 31, 5, 11984, 5085, 8, 332, 66, 5, 1139, 18, 3575, 15045, 6, 144, 10030, 5, 23681, 4311, 9, 5395, 40697, 354, 49463, 864, 35, 25522, 970, 16, 10, 481, 3051, 2106, 358, 378, 662, 7, 192, 5, 1139, 18, 3575, 2127, 8, 5, 23681, 4311, 9, 3395, 40697, 354, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[6],[9],"[[0.61962890625, 0.370361328125, 0.0005731582641601562, 0.0005640983581542969, 0.00038743019104003906, 0.00034999847412109375, 0.0003228187561035156, 0.00029969215393066406, 0.00028204917907714844, 0.00026035308837890625, 0.0002562999725341797, 0.00023698806762695312, 0.0001939535140991211, 0.00014543533325195312, 0.0001405477523803711, 0.00013744831085205078, 0.00013589859008789062, 0.00012624263763427734, 0.00011610984802246094, 0.0001150965690612793, 0.00011336803436279297, 0.00011020898818969727, 0.00010210275650024414, 8.875131607055664e-05, 8.64267349243164e-05, 8.487701416015625e-05, 8.291006088256836e-05, 8.249282836914062e-05, 8.124113082885742e-05, 7.56978988647461e-05, 6.771087646484375e-05, 6.723403930664062e-05, 6.532669067382812e-05, 6.490945816040039e-05, 6.35385513305664e-05, 6.330013275146484e-05, 5.888938903808594e-05, 5.733966827392578e-05, 5.6743621826171875e-05, 5.4776668548583984e-05, 5.4717063903808594e-05, 5.27501106262207e-05, 5.227327346801758e-05, 5.120038986206055e-05, 5.072355270385742e-05, 5.048513412475586e-05, 5.0127506256103516e-05, 4.869699478149414e-05, 4.51207160949707e-05, 4.3392181396484375e-05, 0.00341796875]]","[[9904, 3084, 7199, 14541, 10932, 243, 100, 29802, 16991, 14783, 39254, 3216, 487, 50118, 32541, 12350, 1185, 13449, 970, 7516, 2362, 133, 6766, 440, 250, 33239, 10643, 170, 36948, 104, 22491, 6323, 8275, 2895, 113, 4420, 1711, 8346, 31535, 6715, 1213, 41010, 46236, 1106, 32476, 1121, 3684, 713, 19933, 32458]]"
"[""{Charles Rangel, D-N.Y., called the Archer proposal a Christmas tree that's supposed to appeal to every Republican.} question: {The Archer proposal isn't going to appeal to any Republican.} Yes or No? answer: Ġ""]","[[2, 45152, 29217, 248, 21340, 6, 211, 12, 487, 4, 975, 482, 373, 5, 19697, 2570, 10, 1619, 3907, 14, 18, 3518, 7, 2868, 7, 358, 1172, 49463, 864, 35, 25522, 133, 19697, 2570, 965, 75, 164, 7, 2868, 7, 143, 1172, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[6],[10],"[[0.568359375, 0.424560546875, 0.0005106925964355469, 0.000335693359375, 0.0003018379211425781, 0.0002951622009277344, 0.0002703666687011719, 0.00026154518127441406, 0.00023925304412841797, 0.00022077560424804688, 0.00016808509826660156, 0.00014317035675048828, 0.00013172626495361328, 0.00011110305786132812, 0.00010305643081665039, 0.00010132789611816406, 7.832050323486328e-05, 7.75456428527832e-05, 7.241964340209961e-05, 6.80685043334961e-05, 6.663799285888672e-05, 6.192922592163086e-05, 5.698204040527344e-05, 5.555152893066406e-05, 5.519390106201172e-05, 5.412101745605469e-05, 5.328655242919922e-05, 4.738569259643555e-05, 4.6133995056152344e-05, 4.595518112182617e-05, 4.506111145019531e-05, 4.470348358154297e-05, 4.45246696472168e-05, 4.303455352783203e-05, 4.172325134277344e-05, 3.993511199951172e-05, 3.93986701965332e-05, 3.820657730102539e-05, 3.5703182220458984e-05, 3.457069396972656e-05, 3.075599670410156e-05, 3.0517578125e-05, 3.0100345611572266e-05, 2.9742717742919922e-05, 2.9742717742919922e-05, 2.944469451904297e-05, 2.8431415557861328e-05, 2.7954578399658203e-05, 2.5331974029541016e-05, 2.467632293701172e-05, 0.00244140625]]","[[3084, 9904, 7199, 14541, 487, 13449, 29802, 39254, 14783, 243, 10932, 100, 32541, 3216, 440, 16991, 7516, 36948, 2362, 33239, 12350, 113, 1185, 10643, 50118, 8346, 6766, 22491, 37128, 970, 133, 14563, 7608, 1711, 31535, 46236, 250, 32476, 104, 46659, 32458, 40566, 6323, 2895, 33082, 170, 19847, 1121, 7939, 35882]]"
"[""{He was to have conducted the Lithuanian Symphony Orchestra in the Red Fort as part of the country's 50 th -anniversary celebrations, but the organizers announced this week that the concert was being canceled for unforeseen reasons, while privately hinting that this was because Menuhin was unwell.} question: {Menuhin conducted the symphony at the celebration.} Yes or No? answer: Ġ""]","[[2, 45152, 894, 21, 7, 33, 2964, 5, 39714, 811, 18972, 18200, 11, 5, 1211, 3339, 25, 233, 9, 5, 247, 18, 654, 3553, 111, 2279, 42797, 9570, 6, 53, 5, 9921, 585, 42, 186, 14, 5, 4192, 21, 145, 9491, 13, 33257, 2188, 6, 150, 9638, 11602, 154, 14, 42, 21, 142, 4011, 2957, 179, 21, 542, 3056, 49463, 864, 35, 25522, 17762, 2957, 179, 2964, 5, 22850, 29788, 23, 5, 4821, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[6],[11],"[[0.578125, 0.41259765625, 0.0007977485656738281, 0.0005993843078613281, 0.0005664825439453125, 0.0004820823669433594, 0.0004298686981201172, 0.0003230571746826172, 0.0002455711364746094, 0.0002281665802001953, 0.00020599365234375, 0.00017702579498291016, 0.0001678466796875, 0.00015401840209960938, 0.0001513957977294922, 0.00014126300811767578, 0.00013256072998046875, 0.00011736154556274414, 0.0001093745231628418, 0.00010228157043457031, 8.368492126464844e-05, 7.998943328857422e-05, 7.49826431274414e-05, 7.12275505065918e-05, 7.11679458618164e-05, 6.651878356933594e-05, 6.645917892456055e-05, 6.276369094848633e-05, 6.0617923736572266e-05, 5.9545040130615234e-05, 5.5670738220214844e-05, 5.507469177246094e-05, 5.46574592590332e-05, 5.0187110900878906e-05, 4.8279762268066406e-05, 4.8100948333740234e-05, 4.649162292480469e-05, 4.6193599700927734e-05, 4.51207160949707e-05, 4.285573959350586e-05, 4.225969314575195e-05, 4.035234451293945e-05, 4.017353057861328e-05, 3.999471664428711e-05, 3.844499588012695e-05, 3.820657730102539e-05, 3.802776336669922e-05, 3.731250762939453e-05, 3.4809112548828125e-05, 3.3020973205566406e-05, 0.00244140625]]","[[3084, 9904, 7199, 29802, 14541, 39254, 243, 487, 100, 14783, 3216, 50118, 440, 10932, 16991, 2362, 13449, 7516, 22491, 6766, 32541, 970, 894, 133, 12350, 8346, 31535, 32458, 104, 36948, 1711, 1185, 6323, 10643, 170, 250, 7608, 713, 14563, 37128, 32476, 46236, 33239, 4420, 1121, 46659, 19847, 1213, 27847, 8275]]"
['{She missed the worst part of the Great Depression.} question: {She experienced the worst part of the Great Depression.} Yes or No? answer: Ġ'],"[[2, 45152, 2515, 2039, 5, 2373, 233, 9, 5, 2860, 23384, 49463, 864, 35, 25522, 2515, 2984, 5, 2373, 233, 9, 5, 2860, 23384, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[6],[12],"[[0.56201171875, 0.428466796875, 0.0007867813110351562, 0.0006694793701171875, 0.0004374980926513672, 0.0003592967987060547, 0.00034737586975097656, 0.0002875328063964844, 0.0002872943878173828, 0.0002529621124267578, 0.00023102760314941406, 0.00019371509552001953, 0.00018644332885742188, 0.00018405914306640625, 0.00016367435455322266, 0.0001468658447265625, 0.00013935565948486328, 0.00011217594146728516, 0.00010448694229125977, 9.888410568237305e-05, 9.447336196899414e-05, 8.96453857421875e-05, 8.314847946166992e-05, 8.153915405273438e-05, 7.289648056030273e-05, 7.218122482299805e-05, 7.158517837524414e-05, 7.12275505065918e-05, 6.896257400512695e-05, 6.753206253051758e-05, 6.562471389770508e-05, 5.8770179748535156e-05, 5.7756900787353516e-05, 5.5789947509765625e-05, 5.447864532470703e-05, 5.435943603515625e-05, 5.161762237548828e-05, 5.078315734863281e-05, 4.9948692321777344e-05, 4.9233436584472656e-05, 4.8995018005371094e-05, 4.780292510986328e-05, 4.762411117553711e-05, 4.404783248901367e-05, 4.2557716369628906e-05, 4.2378902435302734e-05, 4.076957702636719e-05, 4.011392593383789e-05, 3.7729740142822266e-05, 3.7670135498046875e-05, 0.0029296875]]","[[3084, 9904, 7199, 14541, 39254, 243, 16991, 487, 100, 29802, 14783, 440, 13449, 3216, 10932, 36948, 32541, 7516, 10643, 22491, 2362, 2515, 1711, 12350, 6323, 133, 1185, 2895, 250, 8346, 50118, 970, 32476, 104, 32458, 35882, 33239, 170, 46659, 31535, 7608, 6766, 46236, 37128, 40671, 40566, 25101, 32523, 12375, 38980]]"
